issued_year,issn,articles
2015,0167-2738,274
2015,0167-2789,123
2015,0167-4730,59
2015,0167-4943,161
2015,0167-5273,2009
2015,0167-5877,226
2015,0167-6105,196
2015,0167-6296,98
2015,0167-6377,125
2015,0167-6636,169
2015,0167-6911,124
2015,0167-7012,269
2015,0167-7152,351
2015,0167-7322,659
2015,0167-739X,134
2015,0167-8140,324
2015,0167-8655,258
2015,0167-8760,174
2015,0167-8809,300
2015,0167-9260,68
2015,0168-0102,120
2015,0168-1591,161
2015,0168-1605,364
2015,0168-1656,381
2015,0168-1699,270
2015,0168-1702,281
2015,0168-1923,235
2015,0168-3659,786
2015,0168-583X,926
2015,0168-8227,278
2015,0168-8278,469
2015,0168-9002,967
2015,0168-9274,130
2015,0168-9525,81
2015,0169-1368,294
2015,0169-2070,91
2015,0169-2607,119
2015,0169-409X,167
2015,0169-4332,2720
2015,0169-5002,264
2015,0169-555X,477
2015,0169-7439,231
2015,0169-7722,111
2015,0171-9335,61
2015,0176-1617,237
2015,0181-5512,188
2015,0190-7409,237
2015,0190-9622,534
2015,0191-2615,178
2015,0191-3085,9
2015,0191-8141,129
2015,0191-8869,624
2015,0193-3973,47
2015,0195-5616,64
2015,0195-6663,421
2015,0195-6671,172
2015,0195-6701,196
2015,0195-9255,72
2015,0196-0709,180
2015,0196-6553,337
2015,0196-8904,1098
2015,0196-9781,203
2015,0197-3975,212
2015,0197-4572,95
2015,0197-4580,431
2015,0198-8859,154
2015,0198-9715,84
2015,0208-5216,37
2015,0210-4806,110
2015,0210-5691,104
2015,0210-5705,103
2015,0210-573X,42
2015,0211-139X,79
2015,0213-005X,181
2015,0213-9251,154
2015,0214-1582,33
2015,0214-9168,40
2015,0222-9617,69
2015,0223-5234,767
2015,0241-6972,50
2015,0242-3960,37
2015,0248-8663,284
2015,0252-9602,111
2015,0254-0584,820
2015,0255-2701,179
2015,0257-8972,854
2015,0260-6917,274
2015,0260-8774,370
2015,0261-2194,262
2015,0263-2241,525
2015,0263-4368,258
2015,0263-7863,150
2015,0263-8223,981
2015,0263-8231,288
2015,0263-8762,453
2015,0263-9319,98
2015,0264-3707,53
2015,0264-410X,1153
2015,0264-8172,330
2015,0264-8377,312
2015,0264-9993,305
2015,0265-931X,272
2015,0266-352X,202
2015,0266-3538,274
2015,0266-4356,253
2015,0266-6138,173
2015,0267-7261,224
2015,0268-005X,386
2015,0269-7491,482
2015,0270-9295,61
2015,0271-5309,54
2015,0271-5317,131
2015,0272-6386,321
2015,0272-7714,369
2015,0272-8842,2163
2015,0273-1177,518
2015,0275-1062,42
2015,0277-3791,339
2015,0277-5387,682
2015,0277-5395,95
2015,0277-9536,652
2015,0278-2391,414
2015,0278-4254,26
2015,0278-4319,139
2015,0278-4343,201
2015,0278-5846,131
2015,0278-5919,50
2015,0278-6125,122
2015,0278-6915,303
2015,0300-2896,217
2015,0300-483X,153
2015,0300-8932,233
2015,0300-9440,320
2015,0300-9572,475
2015,0301-0511,145
2015,0301-4215,399
2015,0301-4622,78
2015,0301-4681,25
2015,0301-4797,594
2015,0301-5629,322
2015,0301-679X,367
2015,0301-7516,154
2015,0301-9268,264
2015,0302-2838,530
2015,0303-2647,84
2015,0303-7207,395
2015,0303-8467,341
2015,0304-3770,118
2015,0304-3800,355
2015,0304-3835,519
2015,0304-386X,210
2015,0304-3878,70
2015,0304-3894,824
2015,0304-3932,89
2015,0304-3940,740
2015,0304-3991,207
2015,0304-405X,121
2015,0304-4068,87
2015,0304-4076,198
2015,0304-4165,254
2015,0304-4203,185
2015,0304-4238,543
2015,0304-5412,203
2015,0304-8853,1265
2015,0305-0548,211
2015,0305-4403,296
2015,0305-750X,277
2015,0306-2619,1212
2015,0306-4522,912
2015,0306-4530,276
2015,0306-4549,572
2015,0306-4565,120
2015,0306-4573,68
2015,0306-4603,326
2015,0306-9877,343
2015,0308-521X,150
2015,0308-597X,325
2015,0308-8146,1601
2015,0309-1740,241
2015,0341-8162,283
2015,0344-0338,162
2015,0360-1315,237
2015,0360-1323,418
2015,0360-3016,552
2015,0360-3199,1783
2015,0360-5442,1405
2015,0360-8352,338
2015,0361-476X,51
2015,0361-9230,99
2015,0362-546X,324
2015,0363-0188,57
2015,0363-5023,481
2015,0367-2530,83
2015,0367-326X,231
2015,0368-2048,150
2015,0370-1573,59
2015,0375-6505,126
2015,0375-6742,183
2015,0375-9474,150
2015,0375-9601,550
2015,0376-6357,208
2015,0376-7388,779
2015,0376-8716,440
2015,0377-0257,129
2015,0377-0273,229
2015,0377-1237,269
2015,0377-2217,675
2015,0377-8398,40
2015,0377-8401,214
2015,0378-1119,792
2015,0378-1127,453
2015,0378-1135,318
2015,0378-2166,167
2015,0378-3758,92
2015,0378-3774,269
2015,0378-3782,143
2015,0378-3820,485
2015,0378-3839,107
2015,0378-4266,296
2015,0378-4274,299
2015,0378-4290,236
2015,0378-4320,202
2015,0378-4371,793
2015,0378-5122,222
2015,0378-5955,149
2015,0378-7753,1973
2015,0378-7788,776
2015,0378-7796,319
2015,0378-8733,56
2015,0378-8741,712
2015,0379-0738,388
2015,0379-6779,387
2015,0379-7112,101
2015,0380-1330,180
2015,0387-7604,157
2015,0388-0001,69
2015,0399-077X,86
2015,0531-5565,198
2015,0584-8547,169
2015,0720-048X,376
2015,0730-725X,162
2015,0731-7085,517
2015,0732-118X,23
2015,0732-8893,214
2015,0733-5210,142
2015,0733-8635,59
2015,0734-743X,184
2015,0735-6757,722
2015,0736-4679,394
2015,0737-0806,141
2015,0737-6146,11
2015,0738-0593,123
2015,0738-081X,87
2015,0738-3991,223
2015,0739-7240,51
2015,0740-2570,45
2015,0740-5472,145
2015,0740-624X,54
2015,0740-8188,43
2015,0741-8329,86
2015,0742-051X,124
2015,0743-7315,94
2015,0747-5632,682
2015,0748-7983,245
2015,0749-0704,49
2015,0749-3797,331
2015,0749-596X,56
2015,0749-5978,65
2015,0749-6036,575
2015,0749-8063,378
2015,0755-4982,334
2015,0761-8425,124
2015,0828-282X,286
2015,0882-4010,127
2015,0882-5963,154
2015,0883-0355,67
2015,0883-2927,224
2015,0883-5403,511
2015,0884-2175,106
2015,0885-2006,73
2015,0885-5765,70
2015,0886-3350,495
2015,0886-7798,159
2015,0887-6185,115
2015,0887-8994,250
2015,0889-1591,254
2015,0889-4906,42
2015,0889-5406,262
2015,0889-9746,185
2015,0890-4065,62
2015,0890-5096,405
2015,0890-6238,186
2015,0890-6955,122
2015,0890-8567,172
2015,0891-4222,243
2015,0891-5245,83
2015,0891-5849,439
2015,0892-0362,86
2015,0892-1997,146
2015,0892-6875,304
2015,0893-6080,154
2015,0894-1130,62
2015,0894-1777,265
2015,0894-7317,176
2015,0895-4356,199
2015,0896-8446,269
2015,0898-6568,251
2015,0899-7071,229
2015,0899-8256,102
2015,0899-9007,250
2015,0920-1211,196
2015,0920-3796,660
2015,0920-4105,394
2015,0920-5861,614
2015,0921-4488,270
2015,0921-4526,552
2015,0921-4534,191
2015,0921-5093,1178
2015,0921-8831,216
2015,0921-8890,194
2015,0923-2508,89
2015,0923-4748,29
2015,0923-5965,130
2015,0924-0136,413
2015,0924-2031,66
2015,0924-2244,127
2015,0924-2716,183
2015,0924-4247,465
2015,0924-8579,280
2015,0925-2312,1280
2015,0925-3467,599
2015,0925-4005,1485
2015,0925-4927,195
2015,0925-5214,170
2015,0925-5273,366
2015,0925-7535,259
2015,0925-8388,3350
2015,0925-9635,153
2015,0926-5805,152
2015,0926-6690,929
2015,0926-860X,538
2015,0926-9851,241
2015,0927-0248,516
2015,0927-0256,611
2015,0927-5371,63
2015,0927-538X,70
2015,0927-5398,67
2015,0927-6505,118
2015,0927-7757,754
2015,0927-7765,728
2015,0928-0987,257
2015,0928-4931,698
2015,0939-4753,151
2015,0940-9602,75
2015,0944-7113,176
2015,0945-053X,66
2015,0946-672X,151
2015,0949-2658,163
2015,0950-0618,1322
2015,0950-3293,204
2015,0950-4230,209
2015,0950-5849,156
2015,0950-7051,333
2015,0951-8320,271
2015,0952-1976,219
2015,0952-3278,81
2015,0953-6205,197
2015,0955-2219,490
2015,0955-2863,184
2015,0955-3959,193
2015,0955-470X,38
2015,0955-7997,224
2015,0956-053X,450
2015,0956-5663,976
2015,0956-7135,558
2015,0957-5820,182
2015,0958-3947,54
2015,0958-6946,135
2015,0959-1524,124
2015,0959-6526,1194
2015,0959-8049,303
2015,0959-9436,174
2015,0960-0760,222
2015,0960-0779,289
2015,0960-1481,801
2015,0960-3085,187
2015,0960-8524,1525
2015,0960-894X,1080
2015,0960-8966,158
2015,0961-9534,353
2015,0962-6298,70
2015,0964-8305,273
2015,0965-1748,135
2015,0965-8564,195
2015,0965-9978,125
2015,0966-3274,62
2015,0966-6362,602
2015,0967-0645,218
2015,0967-0661,145
2015,0967-070X,115
2015,0967-5868,436
2015,0968-0896,753
2015,0968-090X,265
2015,0969-6989,103
2015,0969-6997,101
2015,0969-8043,363
2015,0969-8051,133
2015,0969-806X,350
2015,0981-9428,241
2015,0990-1310,32
2015,0997-7538,140
2015,0997-7546,123
2015,1001-0742,321
2015,1002-0721,194
2015,1004-9541,278
2015,1005-0302,181
2015,1007-5704,393
2015,1010-5182,335
2015,1011-1344,320
2015,1040-6182,613
2015,1040-6190,54
2015,1040-8428,140
2015,1041-6080,162
2015,1041-7826,82
2015,1042-3680,61
2015,1042-4431,80
2015,1043-0679,61
2015,1043-2760,97
2015,1043-4666,323
2015,1043-6618,208
2015,1044-5803,357
2015,1044-7431,100
2015,1045-1056,72
2015,1046-2023,273
2015,1047-2797,152
2015,1047-3203,183
2015,1047-8310,19
2015,1049-3867,103
2015,1049-9644,152
2015,1050-4648,509
2015,1051-0443,320
2015,1051-2004,147
2015,1051-2276,89
2015,1052-3057,494
2015,1053-2498,238
2015,1053-4296,39
2015,1054-8807,70
2015,1055-3207,49
2015,1055-7903,258
2015,1056-4993,47
2015,1056-8719,82
2015,1057-5219,131
2015,1058-2746,326
2015,1059-0560,148
2015,1061-9518,13
2015,1062-9408,71
2015,1064-7481,145
2015,1067-2516,240
2015,1068-5200,137
2015,1071-9164,144
2015,1072-7515,316
2015,1075-2935,19
2015,1076-6332,231
2015,1078-1439,267
2015,1079-9796,137
2015,1081-1206,274
2015,1084-8045,165
2015,1084-9521,173
2015,1089-8603,127
2015,1090-0233,279
2015,1090-3798,122
2015,1090-5138,67
2015,1090-7807,207
2015,1090-9516,74
2015,1092-9126,10
2015,1094-6950,79
2015,1094-9194,37
2015,1095-6433,204
2015,1096-4959,101
2015,1096-7176,125
2015,1098-8823,66
2015,1125-7865,40
2015,1130-1406,55
2015,1130-1473,47
2015,1130-2399,22
2015,1130-8621,64
2015,1134-2072,198
2015,1134-5934,21
2015,1138-3593,128
2015,1158-1360,45
2015,1164-5563,62
2015,1166-3413,60
2015,1166-7087,141
2015,1258-780X,88
2015,1270-9638,311
2015,1286-4579,121
2015,1290-0729,275
2015,1293-2558,184
2015,1293-8505,88
2015,1296-2074,117
2015,1297-319X,145
2015,1340-3540,81
2015,1341-321X,167
2015,1342-937X,197
2015,1350-4177,326
2015,1350-4487,157
2015,1350-4495,249
2015,1350-4533,157
2015,1350-6307,288
2015,1350-9462,34
2015,1353-8020,318
2015,1353-8292,139
2015,1359-1789,110
2015,1359-4311,1070
2015,1359-6446,177
2015,1359-6454,761
2015,1359-6462,354
2015,1359-835X,339
2015,1359-8368,603
2015,1360-8592,97
2015,1361-8415,121
2015,1361-9209,153
2015,1364-0321,1143
2015,1364-6613,121
2015,1364-6826,204
2015,1364-8152,243
2015,1365-1609,225
2015,1366-5545,140
2015,1367-5788,32
2015,1367-9120,458
2015,1368-8375,197
2015,1369-703X,239
2015,1369-8001,753
2015,1381-5148,136
2015,1382-6689,267
2015,1383-5718,142
2015,1383-5742,37
2015,1383-5866,661
2015,1384-1076,117
2015,1385-1101,117
2015,1386-1425,1621
2015,1386-4181,21
2015,1386-6532,304
2015,1386-9477,399
2015,1387-1811,496
2015,1387-3806,300
2015,1387-7003,368
2015,1388-2457,411
2015,1389-1286,310
2015,1389-9341,125
2015,1424-3903,127
2015,1434-8411,235
2015,1438-4639,81
2015,1440-2440,134
2015,1443-9506,252
2015,1463-5003,107
2015,1467-8039,58
2015,1469-0292,101
2015,1470-160X,432
2015,1470-2045,403
2015,1471-0153,127
2015,1471-4906,93
2015,1471-4914,87
2015,1471-4922,101
2015,1471-5953,95
2015,1472-6483,203
2015,1473-3099,325
2015,1474-4422,201
2015,1474-7065,92
2015,1477-3880,15
2015,1477-8939,104
2015,1499-4046,97
2015,1521-690X,68
2015,1521-6934,101
2015,1522-2942,27
2015,1525-7304,96
2015,1525-8610,256
2015,1526-0542,58
2015,1526-5900,137
2015,1526-6125,122
2015,1529-9430,470
2015,1532-0456,95
2015,1537-5110,161
2015,1540-7489,429
2015,1544-3191,106
2015,1546-1440,318
2015,1547-5271,390
2015,1549-9634,200
2015,1550-7289,278
2015,1550-8307,68
2015,1551-7136,54
2015,1551-7144,217
2015,1551-7411,88
2015,1553-8389,105
2015,1555-4155,198
2015,1556-8598,38
2015,1557-3087,40
2015,1558-7878,87
2015,1566-0702,90
2015,1566-1199,450
2015,1566-2535,71
2015,1566-7367,441
2015,1567-133X,32
2015,1567-1348,374
2015,1567-1739,300
2015,1567-4223,55
2015,1567-5769,498
2015,1568-1637,75
2015,1568-4946,649
2015,1568-7864,152
2015,1569-190X,99
2015,1569-4410,48
2015,1569-9048,145
2015,1570-0232,506
2015,1570-8268,41
2015,1570-8705,179
2015,1570-9639,199
2015,1572-6657,494
2015,1574-1192,109
2015,1574-9541,127
2015,1578-2190,199
2015,1590-8658,221
2015,1618-8667,132
2015,1631-0683,61
2015,1631-0705,83
2015,1631-073X,206
2015,1631-0748,151
2015,1644-9665,120
2015,1673-8527,83
2015,1674-2001,126
2015,1698-031X,27
2015,1699-258X,98
2015,1699-8855,46
2015,1740-1445,72
2015,1742-7061,509
2015,1743-6095,320
2015,1746-8094,141
2015,1750-5836,324
2015,1750-9467,104
2015,1751-1577,83
2015,1751-7214,58
2015,1751-7222,97
2015,1752-928X,163
2015,1755-599X,61
2015,1756-2317,65
2015,1766-7305,32
2015,1769-4493,20
2015,1769-7212,124
2015,1770-9857,41
2015,1853-0028,53
2015,1865-9217,80
2015,1871-1413,277
2015,1871-4021,70
2015,1871-403X,85
2015,1871-6784,87
2015,1872-2067,270
2015,1872-4973,187
2015,1874-3919,339
2015,1874-5482,20
2015,1875-5100,568
2015,1875-5364,121
2015,1875-9521,9
2015,1876-1070,288
2015,1876-1399,80
2015,1876-2204,9
2015,1876-2859,107
2015,1877-1297,122
2015,1877-5845,17
2015,1878-6146,110
2015,1878-8181,111
2015,1879-3991,37
2015,1879-4068,61
2015,1879-8500,164
2015,1885-5857,232
2015,1888-4415,61
2015,1888-9891,35
2015,1931-5244,138
2015,1931-7204,231
2015,1934-5925,91
2015,1936-6574,87
2015,1988-8856,61
2015,2095-4956,104
2015,2095-4964,59
2015,2095-9273,283
2015,2152-2650,169
2015,2173-5050,35
2015,2173-5077,173
2015,2173-5107,35
2015,2173-5735,69
2015,2173-5743,98
2015,2173-5786,110
2015,2173-5794,147
2015,2210-271X,350
2015,2210-7762,89
2015,2211-0348,97
2015,2211-2855,488
2015,2211-3649,57
2015,2211-7458,38
2015,2211-9264,237
2015,2211-9736,63
2015,2212-0548,22
2015,2212-2672,204
2015,2212-4403,261
2015,2212-5558,186
2015,2212-6198,34
2015,2213-2198,213
2015,2213-2945,49
2015,2213-333X,76
2015,2213-3984,50
2015,2214-2096,19
2015,2214-5524,45
2015,2214-5672,29
2015,2214-6296,116
2015,2214-7853,950
2015,2214-790X,92
2015,2214-8604,41
2015,2214-9635,30
2015,2253-654X,100
2015,2253-8089,100
2015,2352-3018,117
2015,2352-3026,97
2015,2352-5509,29
2015,2352-5525,67
2015,2387-0206,317
2015,2405-6014,310
2015,8755-7223,64
2015,0002-9343,457
2015,0002-9378,612
2015,0002-9394,398
2015,0010-8545,161
2015,0026-2862,110
2015,0046-8177,262
2015,0090-4295,743
2015,0091-6749,532
2015,0141-8130,868
2015,0144-8617,1103
2015,0165-2478,157
2015,0167-1987,167
2015,0169-8095,260
2015,0196-0644,324
2015,0378-3812,360
2015,0888-3270,308
2015,0924-7963,135
2015,0926-3373,679
2015,0939-6411,321
2015,0958-9465,164
2015,0963-9969,552
2015,0966-842X,116
2015,1046-5928,200
2015,1053-8100,223
2015,1226-086X,740
2015,1385-8947,1467
2015,1388-1981,147
2015,1389-1723,236
2015,1420-2530,19
2015,1464-343X,233
2015,1525-5050,497
2015,1542-3565,471
2015,1548-5595,71
2015,1701-2163,167
2015,1748-6815,406
2015,1933-2874,110
2015,2212-4926,29
2015,2352-2267,12
2015,1074-7427,163
2015,1369-7021,58
2015,0167-9473,144
2015,1059-1311,229
2015,8756-3282,360
2015,1521-6616,183
2015,0012-1606,296
2015,1936-8798,427
2015,1472-9792,150
2015,1535-6108,172
2015,0011-2275,78
2015,1779-0123,127
2015,0005-7967,138
2015,0091-7435,310
2015,1674-2052,177
2015,0092-8674,585
2015,1743-9191,436
2015,2212-5345,48
2015,1881-8366,47
2015,1098-3015,137
2015,1878-450X,7
2015,0141-1187,107
2015,0163-7258,119
2015,0160-2896,110
2015,0002-9440,294
2015,0079-6700,55
2015,0005-2736,335
2015,0022-202X,484
2015,0042-6822,395
2015,0167-4889,297
2015,0914-5087,181
2015,0925-4439,262
2015,0944-5013,134
2015,1063-4584,276
2015,1083-8791,326
2015,1198-743X,360
2015,1556-0864,321
2015,1875-2136,77
2015,1936-878X,248
2015,0005-2728,153
2015,1078-5884,264
2015,0960-9822,759
2015,1550-4131,216
2015,0006-3495,597
2015,0896-6273,492
2015,1097-2765,393
2015,1309-1042,125
2015,1934-5909,174
2015,1534-5807,309
2015,1931-3128,195
2015,0735-1097,1028
2015,1074-7613,248
2015,0968-0004,89
2015,0969-2126,254
2015,1525-0016,214
2015,1365-182X,170
2015,0020-7683,382
2015,0022-5223,940
2015,0254-6299,143
2015,0741-5214,504
2015,1507-1367,68
2015,1569-1993,140
2015,0007-0912,440
2015,1740-6757,20
2015,0888-7543,92
2015,0004-3702,67
2015,0019-3577,65
2015,0021-7824,93
2015,0021-9045,111
2015,0022-0396,398
2015,0022-247X,995
2015,0022-314X,267
2015,0047-259X,169
2015,0085-2538,430
2015,0166-8641,314
2015,0307-904X,556
2015,0377-0427,438
2015,0723-0869,31
2015,0888-613X,80
2015,1071-5797,96
2015,0021-8693,491
2015,0001-8708,327
2015,0304-3975,495
2015,0012-365X,276
2015,0097-3165,88
2015,0167-6423,183
2015,0195-6698,141
2015,0022-0302,852
2015,0024-3795,477
2015,0022-1236,234
2015,0166-218X,295
2015,0393-0440,207
2015,0923-7534,443
2015,2352-2208,43
2015,0075-9511,62
2015,0885-3924,236
2015,1934-1482,145
2015,0001-6918,144
2015,0001-8686,123
2015,0001-8791,107
2015,0003-3928,93
2015,0003-4266,114
2015,0003-4487,140
2015,0003-9969,225
2015,0006-3207,423
2015,0008-4182,153
2015,0008-8749,104
2015,0009-739X,173
2015,0010-4825,305
2015,0011-2240,115
2015,0016-7878,68
2015,0018-506X,152
2015,0020-7225,100
2015,0020-7519,102
2015,0021-9975,84
2015,0022-0965,140
2015,0022-4375,60
2015,0022-4405,31
2015,0022-4898,41
2015,0025-5564,156
2015,0028-3770,83
2015,0030-6665,76
2015,0031-3955,88
2015,0034-4877,49
2015,0034-5288,225
2015,0039-3681,71
2015,0039-6109,85
2015,0048-7333,144
2015,0049-0172,116
2015,0090-3752,60
2015,0091-3057,218
2015,0093-7754,101
2015,0099-2399,335
2015,0141-1136,138
2015,0142-727X,129
2015,0142-9418,196
2015,0143-4160,102
2015,0143-4179,60
2015,0147-9571,44
2015,0149-7189,98
2015,0150-9861,54
2015,0160-791X,62
2015,0163-6383,83
2015,0165-0378,81
2015,0165-9936,161
2015,0166-3542,184
2015,0167-4048,101
2015,0167-4870,80
2015,0167-7799,95
2015,0167-8191,56
2015,0167-8396,58
2015,0167-8442,88
2015,0167-9457,162
2015,0168-8510,190
2015,0168-874X,90
2015,0168-9452,226
2015,0169-1317,368
2015,0169-2046,186
2015,0169-5347,130
2015,0171-2985,166
2015,0188-4409,89
2015,0190-0528,30
2015,0197-4556,42
2015,0261-5177,213
2015,0261-5614,203
2015,0264-2751,129
2015,0265-9646,23
2015,0268-0033,181
2015,0268-4012,73
2015,0273-2300,252
2015,0294-1260,88
2015,0301-0104,239
2015,0304-3479,33
2015,0304-3886,129
2015,0304-422X,41
2015,0305-1978,275
2015,0305-4179,287
2015,0305-7372,105
2015,0308-0161,62
2015,0308-5961,72
2015,0346-251X,116
2015,0360-1285,17
2015,0365-6691,174
2015,0378-4754,116
2015,0385-8146,100
2015,0398-7620,39
2015,0515-3700,102
2015,0723-2020,73
2015,0733-8651,52
2015,0735-1933,177
2015,0736-5853,82
2015,0743-0167,92
2015,0749-0690,50
2015,0749-2081,36
2015,0749-6419,128
2015,0765-1597,62
2015,0883-9417,83
2015,0883-9441,324
2015,0887-2171,48
2015,0887-2333,297
2015,0889-1575,182
2015,0889-8561,45
2015,0889-857X,44
2015,0889-8588,68
2015,0890-8508,85
2015,0896-8411,104
2015,0897-1897,77
2015,0901-5027,355
2015,0920-5489,64
2015,0920-9964,487
2015,0921-8009,295
2015,0921-8181,138
